,StockCode,sold_times,customer_count,return_rate,quantity_real,sales_total,unit_price,cluster
663,21658,127,82,4.025974025974026,739,2919.05,3.95,2
667,21666,31,20,0.0,360,234.0,0.65,2
669,21668,331,167,1.6877637130801686,4893,6116.25,1.25,0
670,21669,355,166,1.634988759452279,4813,6016.25,1.25,0
671,21670,287,156,1.744186046511628,3887,4858.75,1.25,0
672,21671,277,163,3.85688911443796,3789,4736.25,1.25,0
673,21672,306,157,1.3175524787851718,4419,5523.75,1.25,0
674,21673,275,152,2.604957005563986,3851,4813.75,1.25,0
675,21675,49,44,2.376237623762376,493,419.05,0.85,2
676,21676,32,21,0.0,211,179.35,0.85,2
677,21677,79,62,1.5789473684210527,748,635.8,0.85,2
678,21678,16,16,0.0,104,88.39999999999999,0.8499999999999999,2
679,21679,82,65,0.0,1023,869.55,0.85,2
680,21680,49,41,0.0,768,652.8,0.85,2
682,21682,49,42,1.7045454545454544,173,856.35,4.95,2
683,21683,47,38,0.0,291,858.45,2.95,2
684,21684,35,27,0.0,740,629.0,0.85,2
686,21688,39,36,0.0,316,932.2,2.95,2
690,21693,41,38,0.0,334,985.3000000000001,2.95,2
691,21694,19,17,0.0,297,876.1500000000001,2.95,2
692,21695,35,35,0.0,277,817.1500000000001,2.95,2
693,21696,29,27,5.454545454545454,208,613.6,2.95,2
694,21698,19,19,0.0,237,201.45,0.85,2
695,21700,85,58,2.8753993610223643,1216,1033.6,0.85,2
696,21703,233,166,0.9406103029640163,9057,3803.94,0.42,0
697,21704,189,132,0.10117361392148927,4937,4196.45,0.85,0
698,21705,90,70,3.4423407917383817,561,925.65,1.65,2
699,21706,66,53,0.0,220,1089.0,4.95,2
700,21707,45,42,0.0,112,554.4,4.95,2
701,21708,32,28,0.7246376811594203,137,678.15,4.95,2
705,21713,125,101,2.3222060957910013,673,1413.3,2.1,2
706,21714,122,102,1.921229586935639,1021,1276.25,1.25,2
707,21715,138,115,0.0,1139,2904.45,2.55,2
708,21716,135,111,0.6739679865206403,1179,3006.45,2.55,2
709,21717,38,34,0.0,405,850.5,2.1,2
710,21718,140,105,0.07861635220125787,1271,1588.75,1.25,2
711,21719,35,29,0.0,301,255.85,0.85,2
713,21721,22,19,0.0,175,148.75,0.85,2
715,21723,37,28,0.0,366,311.09999999999997,0.8499999999999999,2
716,21724,56,42,0.0,371,315.34999999999997,0.8499999999999999,2
717,21725,32,26,0.0,274,232.9,0.85,2
718,21726,34,27,0.0,218,185.29999999999998,0.8499999999999999,2
719,21730,112,78,2.6859504132231407,471,2001.75,4.25,2
720,21731,499,253,1.3795316008982996,12296,20288.399999999998,1.65,1
721,21733,656,374,0.7216357076039022,7429,18943.949999999997,2.55,1
722,21735,82,60,15.714285714285714,177,2256.75,12.75,2
725,21739,47,37,0.0,140,413.0,2.95,2
726,21741,28,27,0.0,131,386.45000000000005,2.95,2
727,21742,81,67,0.0,172,1023.4,5.95,2
728,21743,31,28,3.2846715328467155,265,781.75,2.95,2
729,21744,82,66,0.0,365,1076.75,2.95,2
730,21745,200,114,0.45977011494252873,866,3247.5,3.75,0
731,21746,187,122,0.5043712172158709,2959,3698.75,1.25,0
732,21747,42,31,2.745995423340961,425,531.25,1.25,2
733,21749,107,80,0.42105263157894735,1892,3973.2000000000003,2.1,2
735,21754,682,358,0.42569659442724456,2573,15309.35,5.95,1
736,21755,548,333,0.21141649048625794,1888,11233.6,5.95,1
737,21756,238,166,0.2652519893899204,752,4474.400000000001,5.950000000000001,0
743,21770,330,256,0.40431266846361186,1478,7316.1,4.95,0
744,21773,59,50,0.0,920,1150.0,1.25,2
745,21774,52,39,0.11976047904191617,834,1042.5,1.25,2
746,21775,41,34,1.0600706713780919,280,117.6,0.42,2
748,21781,81,51,15.328467153284672,116,1734.1999999999998,14.95,2
750,21785,4,3,0.0,410,348.5,0.85,2
751,21786,89,56,1.3142174432497014,1652,528.64,0.32,2
752,21787,180,114,7.025013304949441,6988,5939.8,0.85,0
753,21788,65,57,1.9113814074717639,1129,959.65,0.85,2
754,21789,67,54,2.5906735751295336,752,639.1999999999999,0.8499999999999999,2
755,21790,686,434,0.668344079257745,12633,10738.05,0.85,1
756,21791,457,324,0.5332543326914532,6715,8393.75,1.25,1
757,21792,70,58,0.3021148036253776,330,2227.5,6.75,2
758,21793,67,57,0.0,296,1998.0,6.75,2
759,21794,93,79,0.5988023952095809,498,3361.5,6.75,2
760,21801,22,22,7.87746170678337,421,176.82,0.42,2
761,21802,48,45,0.10030090270812438,996,418.32,0.42,2
762,21803,47,45,0.0,1095,459.9,0.42,2
763,21804,40,36,0.0,174,652.5,3.75,2
764,21807,29,24,0.0,414,173.88,0.42,2
766,21809,85,69,0.0,1824,2280.0,1.25,2
767,21810,162,118,1.0039740640033465,4733,5916.25,1.25,0
768,21811,163,119,1.1090573012939002,4280,5350.0,1.25,0
769,21812,40,34,6.511627906976744,201,994.95,4.95,2
770,21813,40,37,2.8112449799196786,242,1197.9,4.95,2
772,21815,19,15,0.0,131,189.95,1.45,2
774,21817,57,48,0.0,902,766.6999999999999,0.85,2
775,21818,150,107,0.0,2612,2220.2,0.85,2
776,21819,111,83,0.0,2336,1985.6,0.85,2
777,21820,56,47,10.948905109489052,244,915.0,3.75,2
778,21821,41,35,5.381165919282512,211,791.25,3.75,2
779,21822,56,42,0.3913894324853229,509,992.55,1.95,2
780,21823,76,61,0.0,1195,1732.75,1.45,2
781,21824,76,63,1.6563146997929608,1425,2066.25,1.45,2
784,21828,64,50,0.0,292,365.0,1.25,2
785,21829,132,104,1.69971671388102,6246,1311.6599999999999,0.20999999999999996,2
786,21830,90,63,1.8816150529204232,2503,1051.26,0.42,2
787,21832,109,78,0.0,771,1272.1499999999999,1.65,2
788,21833,113,85,1.1350293542074363,2526,4268.94,1.69,2
792,21843,405,257,18.448275862068968,1419,15538.05,10.95,0
793,21844,134,98,1.1043622308117063,1791,5283.450000000001,2.9500000000000006,2
794,21845,82,63,2.728226652675761,1854,5469.3,2.95,2
800,21864,95,64,3.584229390681003,538,909.22,1.69,2
801,21865,68,52,0.0,218,457.8,2.1,2
802,21866,102,77,0.0,516,645.0,1.25,2
803,21867,80,54,0.0,253,316.25,1.25,2
804,21868,232,153,3.6293766011955593,2257,2821.25,1.25,0
805,21870,139,97,1.927353595255745,1323,1653.75,1.25,2
806,21871,266,133,13.080660835762878,4472,4740.320000000001,1.06,0
807,21872,111,78,0.3289473684210526,1212,1515.0,1.25,2
808,21873,84,60,5.781448538754765,1483,1853.75,1.25,2
809,21874,187,108,0.791651673263764,2757,3446.25,1.25,2
810,21875,105,78,1.4455343314403717,1909,2386.25,1.25,2
811,21876,190,136,1.0894495412844036,3450,4312.5,1.25,0
812,21877,285,172,19.96962794229309,4216,5270.0,1.25,0
813,21878,155,120,0.5427974947807933,2382,2024.7,0.85,0
814,21879,56,50,0.0,1011,657.15,0.65,2
815,21880,97,83,0.8321775312066574,1430,929.5,0.65,2
816,21881,43,37,0.0,962,625.3000000000001,0.65,2
817,21882,39,35,0.0,598,388.7,0.65,2
818,21883,91,81,0.07385524372230429,1353,879.45,0.65,2
819,21884,43,42,0.0,1005,653.25,0.65,2
820,21888,279,210,0.4516129032258065,1543,5786.25,3.75,0
821,21889,434,321,0.4743659916073709,5455,6818.75,1.25,1
822,21890,168,137,0.38461538461538464,1036,3056.2000000000003,2.95,0
823,21891,323,251,0.5851136209008029,7306,9132.5,1.25,0
824,21892,291,230,0.4768892149669846,2713,3391.25,1.25,0
825,21894,69,55,0.0,466,582.5,1.25,2
827,21896,90,79,0.5285412262156448,941,1976.1000000000001,2.1,2
828,21897,2,1,0.0,402,1290.42,3.21,2
829,21898,7,6,0.0,445,1312.75,2.95,2
830,21899,214,147,1.6962524654832347,2492,1619.8,0.65,0
831,21900,260,165,0.16567263088137837,3013,1958.45,0.65,0
832,21901,233,142,0.5334914048606995,1678,1090.7,0.65,0
833,21902,162,114,0.42780748663101603,1862,1210.3,0.65,2
834,21903,147,110,1.2195121951219512,1053,2211.3,2.1,2
836,21905,109,84,0.0,612,1285.2,2.1,2
837,21906,92,70,3.549060542797495,462,3118.5,6.75,2
838,21907,320,204,0.5866425992779783,2203,4626.3,2.1,0
839,21908,363,214,0.7622398123717385,3385,7108.5,2.1,0
842,21912,253,191,0.0,1291,4841.25,3.75,0
843,21913,87,70,1.0,297,1113.75,3.75,2
844,21914,475,283,0.5155377344980667,6947,8683.75,1.25,0
845,21915,562,348,0.3178126418806437,19760,24700.0,1.25,1
846,21916,242,151,0.5580097651708905,4277,1796.34,0.42,0
847,21917,177,128,0.3227408142999007,4015,1686.3,0.42,0
848,21918,271,185,0.23091355173906766,6913,2903.46,0.42,0
849,21922,164,110,0.0,752,5978.400000000001,7.950000000000001,2
850,21925,64,37,1.5037593984962405,393,491.25,1.25,2
851,21926,59,35,3.4482758620689653,392,490.0,1.25,2
852,21927,97,40,6.382978723404255,572,715.0,1.25,2
853,21928,532,262,2.848336698905303,9141,17824.95,1.9500000000000002,1
854,21929,590,306,2.2877164056059356,9482,18489.899999999998,1.9499999999999997,1
855,21930,460,213,0.05538120731031936,5414,10557.3,1.95,0
856,21931,756,326,2.970032108455227,10879,21214.05,1.95,1
857,21932,318,214,1.3625103220478945,2389,7047.55,2.95,0
858,21933,285,195,0.12684989429175475,2362,6967.900000000001,2.95,0
859,21934,140,83,0.0,1257,2074.0499999999997,1.6499999999999997,2
860,21935,198,118,0.057736720554272515,1731,2856.1499999999996,1.6499999999999997,0
861,21936,380,219,1.5045674368619022,3666,10814.7,2.95,0
862,21937,205,146,1.008827238335435,1570,4631.5,2.95,0
863,21942,22,13,7.6923076923076925,144,122.39999999999999,0.85,2
865,21944,28,19,0.0,190,161.5,0.85,2
866,21945,29,26,0.0,224,190.4,0.85,2
868,21947,83,62,0.0,591,738.75,1.25,2
869,21948,54,37,0.0,414,517.5,1.25,2
870,21949,57,45,0.0,611,763.75,1.25,2
871,21955,154,108,0.0,1145,9102.75,7.95,2
872,21967,171,127,0.0,5134,1488.86,0.29,0
873,21972,39,35,0.684931506849315,290,420.5,1.45,2
874,21973,30,25,0.628930817610063,158,229.1,1.45,2
875,21974,222,173,3.080808080808081,1919,2782.5499999999997,1.45,0
876,21975,532,286,0.5913217289914217,11936,6564.8,0.55,1
877,21976,272,175,0.5974454058508447,4825,2653.75,0.55,0
878,21977,655,403,0.42058799033896893,23913,13152.150000000001,0.55,1
879,21980,245,191,1.491841491841492,6339,1838.31,0.29,0
880,21981,186,140,0.13358778625954199,5233,1517.57,0.29,0
881,21982,257,178,0.01467997651203758,6811,1975.1899999999998,0.29,0
882,21983,120,95,1.1039558417663293,2150,623.5,0.29,2
883,21984,155,121,0.7359705611775529,3237,938.7299999999999,0.29,0
884,21985,346,261,0.0,8454,2451.66,0.29,0
885,21986,153,116,0.0,3957,1147.53,0.29,0
886,21987,150,105,0.6385068762278978,2023,1314.95,0.65,2
887,21988,147,101,0.0,2180,1853.0,0.85,2
888,21989,204,128,0.0,2046,1739.1,0.85,0
889,21990,169,123,1.0221465076660987,1162,3427.9,2.95,0
890,21991,96,78,2.684563758389262,435,1283.25,2.95,2
891,21992,205,160,0.0,1151,3395.4500000000003,2.95,0
892,21993,193,142,0.9375,1268,3740.6000000000004,2.95,0
893,22021,66,60,0.0,350,577.5,1.65,2
894,22023,84,70,1.0723860589812333,1107,464.94,0.42,2
895,22024,126,88,0.532150776053215,2243,942.06,0.42,2
896,22025,87,72,0.684931506849315,1740,730.8,0.42,2
897,22026,99,71,0.7751937984496124,1536,645.12,0.42,2
898,22027,255,176,3.8566131025957975,3889,1633.3799999999999,0.42,0
899,22028,183,124,0.4185559818625741,2855,1199.1,0.42,0
900,22029,382,231,0.16032064128256512,7473,3138.66,0.42,0
901,22030,238,175,0.0,5268,2212.56,0.42,0
902,22031,30,26,3.5398230088495577,327,137.34,0.42,2
903,22032,31,28,0.0,361,151.62,0.42000000000000004,2
904,22033,21,20,0.0,336,141.12,0.42000000000000004,2
906,22035,87,65,0.0,1394,585.48,0.42000000000000004,2
907,22037,246,166,0.0,3459,1452.78,0.42,0
908,22038,18,18,0.0,450,189.0,0.42,2
909,22039,7,6,10.0,225,94.5,0.42,2
910,22040,28,27,0.0,725,304.5,0.42,2
911,22041,193,73,0.3708609271523179,3761,7898.1,2.1,2
912,22042,21,20,3.8461538461538463,300,126.0,0.42,2
913,22043,41,39,0.0,1140,478.79999999999995,0.42,2
914,22044,36,35,0.0,816,342.71999999999997,0.42,2
915,22045,200,143,0.790263948158685,6277,2636.3399999999997,0.41999999999999993,0
916,22046,72,60,1.5632183908045976,2141,899.2199999999999,0.42,2
917,22047,103,92,0.7575757575757576,3275,1375.5,0.42,2
918,22048,31,31,2.631578947368421,925,388.5,0.42,2
919,22049,31,26,2.5,975,409.5,0.42,2
920,22050,39,36,2.083333333333333,1175,493.5,0.42,2
921,22051,39,36,0.0,975,409.5,0.42,2
922,22052,23,22,4.378283712784588,546,229.32,0.42,2
923,22053,26,23,0.0,4236,5295.0,1.25,2
924,22055,124,85,2.344546381243629,958,1389.1,1.45,2
925,22057,44,34,10.44776119402985,360,536.4,1.49,2
926,22059,122,67,1.7756255044390639,1217,1521.25,1.25,2
927,22060,35,31,6.926406926406926,215,2139.25,9.95,2
928,22061,113,78,4.651162790697675,328,3263.6,9.95,2
929,22062,58,44,1.0169491525423728,584,1722.8000000000002,2.95,2
930,22063,75,48,1.483679525222552,332,979.4000000000001,2.95,2
931,22064,161,79,2.8973509933774833,1173,1935.4499999999998,1.65,2
932,22065,164,128,0.370495116200741,5916,8578.199999999999,1.4499999999999997,0
933,22066,133,98,0.22563176895306858,2211,3205.95,1.45,2
934,22067,44,29,1.8018018018018018,327,539.55,1.65,2
935,22068,67,48,4.905660377358491,252,415.79999999999995,1.65,2
936,22069,31,21,0.0,121,199.64999999999998,1.65,2
937,22070,83,61,34.02298850574713,574,2152.5,3.75,3
938,22071,70,60,40.74074074074074,416,1560.0,3.75,3
939,22072,125,78,3.1561461794019934,583,2186.25,3.75,2
940,22073,47,38,4.026845637583892,286,969.5400000000001,3.39,2
941,22074,64,51,1.4457831325301205,818,1349.6999999999998,1.6499999999999997,2
942,22075,93,74,1.1152416356877324,1064,1755.6,1.65,2
943,22076,95,81,0.0,708,1168.2,1.6500000000000001,2
944,22077,721,407,0.4080163206528261,8299,13693.349999999999,1.65,1
945,22078,144,102,0.0,1248,2620.8,2.1,2
946,22079,220,184,1.8337408312958436,1606,2649.8999999999996,1.6499999999999997,0
947,22080,122,111,0.9009009009009009,1100,1815.0,1.65,2
948,22081,85,70,1.8148820326678767,541,892.65,1.65,2
949,22082,326,242,0.8278145695364238,2396,3953.3999999999996,1.65,0
950,22083,421,286,1.146341463414634,4053,11956.35,2.95,0
951,22084,378,277,0.8411981945014363,4833,14257.35,2.95,0
952,22085,73,61,0.0,504,1486.8000000000002,2.95,2
953,22086,900,591,3.1903655186985,13746,35052.299999999996,2.55,1
954,22087,258,154,2.0397208803005906,3650,10767.5,2.95,0
955,22088,171,115,3.297997644287397,1642,4843.900000000001,2.95,0
956,22089,182,142,0.0,1207,3560.65,2.95,0
957,22090,560,321,1.0594467333725721,6724,19835.800000000003,2.9500000000000006,1
958,22091,126,95,0.3626943005181347,1923,2403.75,1.25,2
959,22092,85,73,0.0,659,823.75,1.25,2
960,22093,148,110,0.6795016987542469,1754,2192.5,1.25,2
961,22094,140,110,3.2098765432098766,1960,2450.0,1.25,2
962,22095,105,70,0.6284916201117319,1423,1778.75,1.25,2
963,22096,109,87,0.529567519858782,1127,1408.75,1.25,2
964,22097,135,100,0.7380073800738007,1345,1681.25,1.25,2
965,22098,141,95,3.328050713153724,1830,2287.5,1.25,2
966,22099,120,92,0.6502890173410405,1375,1718.75,1.25,2
967,22100,36,34,0.0,618,772.5,1.25,2
968,22101,23,20,38.98916967509025,507,1064.7,2.1,3
969,22102,18,13,46.96673189823875,813,1341.4499999999998,1.6499999999999997,3
970,22103,15,12,41.803989592367735,671,1107.1499999999999,1.6499999999999997,3
971,22104,12,9,0.0,151,218.95,1.45,2
972,22105,10,9,47.43083003952569,266,1130.5,4.25,3
973,22106,11,8,42.6056338028169,163,1100.25,6.75,3
974,22107,63,39,8.73362445414847,209,783.75,3.75,2
976,22109,145,94,2.6463512429831595,1214,4552.5,3.75,2
977,22110,155,115,0.3508771929824561,568,1448.3999999999999,2.55,2
978,22111,609,415,3.2266391326794013,3749,18557.55,4.95,1
979,22112,651,375,1.7079419299743808,4604,22789.8,4.95,1
980,22113,500,331,0.8916776750330251,3001,11253.75,3.75,1
981,22114,470,313,0.998531571218796,3371,11629.95,3.45,1
982,22115,176,144,0.0,1424,4200.8,2.95,0
983,22116,86,64,2.4096385542168677,486,1433.7,2.95,2
984,22117,70,57,0.0,1285,3790.7500000000005,2.95,2
985,22118,62,52,0.0,129,638.5500000000001,4.95,2
986,22119,86,68,0.4807692307692308,207,1438.65,6.95,2
987,22120,165,120,2.414486921529175,485,4825.75,9.95,0
988,22121,111,93,0.3058103975535168,326,1939.7,5.95,2
989,22123,60,50,0.0,336,1999.2,5.95,2
992,22127,21,20,0.0,402,502.5,1.25,2
993,22128,72,62,0.8097165991902834,1715,2143.75,1.25,2
994,22129,35,33,0.0,985,837.25,0.85,2
995,22130,86,75,9.924190213645762,1307,1110.95,0.8500000000000001,2
996,22131,181,114,0.053763440860215055,1859,3625.0499999999997,1.95,0
997,22132,79,57,1.3100436681222707,904,768.4,0.85,2
998,22133,57,39,0.0,684,581.4,0.85,2
999,22134,53,27,0.0,332,139.44,0.42,2
1000,22135,46,21,0.0,247,103.74,0.42,2
1001,22136,52,37,0.3003003003003003,332,547.8,1.65,2
1003,22138,821,569,1.5040920150409203,4453,22042.350000000002,4.95,1
1004,22139,787,473,1.0066290203780999,4032,17136.0,4.25,1
1005,22141,331,243,0.33984706881903143,2346,4926.6,2.1,0
1006,22142,310,249,0.3732609433322022,2936,4257.2,1.45,0
1007,22144,399,303,1.3601236476043277,3191,6701.1,2.1,0
1010,22147,449,287,14.400656814449919,5213,7558.849999999999,1.45,0
1011,22148,161,147,0.8328706274292059,1786,3482.7,1.95,0
1012,22149,467,337,10.591635498129888,5259,11043.9,2.1,1
1013,22150,379,277,0.4056047197640118,2701,5266.95,1.95,0
1014,22151,285,168,6.120203548342731,13652,5733.84,0.42,0
1015,22152,94,68,0.1724137931034483,2316,972.7199999999999,0.42,2
1016,22153,79,56,3.1636863823933976,2112,887.04,0.42,2
1017,22154,103,81,0.21205695243865494,3294,1383.48,0.42,2
1018,22155,85,61,2.2988505747126435,2040,856.8,0.42,2
1019,22156,153,104,5.836575875486381,1694,1439.8999999999999,0.8499999999999999,2
1020,22157,11,11,0.0,212,180.2,0.85,2
1021,22158,249,190,0.919793966151582,2693,7944.35,2.95,0
1022,22161,166,117,0.6006006006006006,3972,2581.8,0.65,0
1024,22163,50,40,4.071661237785016,589,1737.5500000000002,2.95,2
1028,22167,57,40,4.201680672268908,114,1134.3,9.95,2
1029,22168,76,69,9.285714285714286,127,1079.5,8.5,2
1030,22169,274,164,2.941176470588235,990,8415.0,8.5,0
1031,22170,219,140,1.9367991845056065,962,6493.5,6.75,0
1032,22171,288,166,6.534772182254196,1559,13251.5,8.5,0
1033,22173,328,204,4.7165316817532155,2000,5900.0,2.95,0
1034,22174,168,102,0.0,2623,3882.04,1.48,2
1035,22175,134,84,0.2570694087403599,776,2289.2000000000003,2.95,2
1036,22176,100,62,0.4098360655737705,486,1433.7,2.95,2
1037,22178,788,394,2.035872350337759,21028,26285.0,1.25,1
1038,22179,172,97,3.8978494623655915,715,4826.25,6.75,2
1039,22180,131,92,6.688963210702341,279,2776.0499999999997,9.95,2
1040,22181,46,40,4.679376083188909,550,467.5,0.85,2
1041,22182,31,26,2.4193548387096775,121,598.95,4.95,2
1044,22185,112,98,0.0,1091,1800.1499999999999,1.65,2
1045,22186,115,107,6.883116883116883,717,2115.15,2.95,2
1046,22187,144,122,0.3412969283276451,1168,4964.0,4.25,0
1047,22188,160,119,0.02222716159146477,4498,17767.100000000002,3.9500000000000006,0
1048,22189,439,271,0.10269576379974327,7782,30738.9,3.95,1
1049,22190,44,33,0.0,437,917.7,2.1,2
1050,22191,385,238,24.694903086862887,1049,8916.5,8.5,0
1051,22192,327,178,2.3972602739726026,855,7267.5,8.5,0
1052,22193,406,203,1.8532818532818531,1271,10803.5,8.5,0
1054,22195,209,142,0.06142506142506143,1627,2684.5499999999997,1.65,0
1055,22196,236,141,1.2963790791238265,2208,1876.8,0.85,0
1056,22197,1008,398,1.0320105940910544,43346,31209.12,0.72,1
1057,22198,53,42,4.925544100801833,830,1203.5,1.45,2
1058,22199,84,60,2.711864406779661,287,1219.75,4.25,2
1059,22200,67,43,1.4134275618374559,279,1185.75,4.25,2
1062,22203,81,66,0.8368200836820083,237,888.75,3.75,2
1064,22207,106,66,6.744604316546762,1037,3888.75,3.75,2
1065,22208,190,140,1.056910569105691,1217,2008.05,1.65,0
1066,22209,114,95,1.6483516483516485,716,1181.3999999999999,1.65,2
1067,22210,136,110,0.0,813,1341.4499999999998,1.6499999999999997,2
1068,22211,124,96,6.22568093385214,723,1192.95,1.6500000000000001,2
1069,22212,249,142,1.7087667161961366,1323,2778.3,2.1,0
1071,22215,72,57,0.8333333333333334,238,2023.0,8.5,2
1072,22216,13,10,0.0,157,133.45,0.85,2
1073,22217,44,43,10.025062656641603,359,448.75,1.25,2
1075,22219,315,187,0.7819548872180452,3299,2804.15,0.85,0
1076,22220,58,49,17.1875,106,1054.6999999999998,9.949999999999998,2
1078,22222,147,104,0.0,822,4068.9,4.95,2
1079,22223,42,34,0.0,312,608.4,1.95,2
1080,22224,112,86,0.6051437216338881,657,1938.15,2.95,2
1081,22227,175,80,0.10498687664041995,1903,1236.95,0.65,2
1082,22228,89,78,0.24330900243309003,820,697.0,0.85,2
1083,22229,62,53,0.40650406504065045,490,416.5,0.85,2
1084,22230,64,49,1.7334777898158178,907,770.9499999999999,0.85,2
1085,22231,106,90,8.204518430439952,772,1119.3999999999999,1.4499999999999997,2
1086,22232,56,49,8.362369337979095,526,867.9,1.65,2
1087,22233,75,66,4.216867469879518,477,787.05,1.65,2
1088,22236,88,67,14.61038961038961,263,2879.85,10.95,2
1089,22241,167,125,0.22701475595913734,1758,2197.5,1.25,0
1090,22242,27,23,5.388272583201268,597,985.05,1.65,2
1091,22243,110,71,0.3601833660772757,3043,5020.95,1.65,2
1092,22244,95,66,0.9907120743034057,1599,3118.0499999999997,1.9499999999999997,2
1093,22245,57,44,0.41736227045075125,1193,1014.05,0.85,2
1094,22246,36,31,4.316546762589928,266,518.6999999999999,1.9499999999999997,2
1095,22247,59,54,0.0,483,347.76,0.72,2
1096,22248,46,43,5.2356020942408374,362,260.64,0.72,2
1097,22249,78,73,0.6359300476947536,625,531.25,0.85,2
1098,22250,58,57,0.8948545861297539,443,318.96,0.72,2
1099,22251,74,66,3.088803088803089,502,627.5,1.25,2
1100,22252,68,48,0.9508716323296356,625,781.25,1.25,2
1101,22254,39,31,0.0,570,712.5,1.25,2
1102,22255,42,31,0.0,518,440.3,0.85,2
1103,22256,34,32,0.0,257,321.25,1.25,2
1104,22257,18,16,0.0,283,118.86,0.42,2
1105,22258,36,35,0.9695290858725761,715,300.3,0.42000000000000004,2
1106,22259,17,16,0.0,384,161.28,0.42,2
1107,22260,50,37,0.975609756097561,406,345.09999999999997,0.8499999999999999,2
1108,22261,72,61,0.78125,508,431.8,0.85,2
1109,22262,93,62,0.546448087431694,910,773.5,0.85,2
1110,22263,20,14,19.215686274509807,206,39.14,0.19,2
1111,22264,42,38,0.0,1391,1182.35,0.85,2
1112,22265,54,42,0.0,510,331.5,0.65,2
1113,22266,79,65,0.0,1784,1159.6000000000001,0.65,2
1114,22267,75,65,0.0,779,973.75,1.25,2
1115,22268,99,73,2.178649237472767,1796,1526.6,0.85,2
1116,22269,85,62,0.0,806,1007.5,1.25,2
1117,22270,44,35,3.3333333333333335,203,761.25,3.75,2
1118,22271,258,181,0.48543689320388345,1640,4838.0,2.95,0
1119,22272,47,43,0.5154639175257731,193,569.35,2.95,2
1120,22273,280,203,32.841244605950486,2957,8723.15,2.9499999999999997,3
1121,22274,219,159,0.564516129032258,1233,3637.3500000000004,2.95,0
1123,22276,60,51,0.4032258064516129,247,629.8499999999999,2.55,2
1124,22277,60,52,0.0,344,722.4,2.1,2
1125,22278,84,58,2.510460251046025,233,1153.3500000000001,4.95,2
1126,22279,45,40,0.21598272138228944,462,577.5,1.25,2
1127,22280,30,25,0.0,175,218.75,1.25,2
1128,22281,42,34,0.0,107,636.65,5.95,2
1129,22282,63,39,0.9174311926605505,108,1377.0,12.75,2
1130,22283,115,82,1.6,246,1955.7,7.95,2
1131,22284,99,78,1.5081206496519721,849,1400.85,1.65,2
1132,22285,92,74,0.0,821,1354.6499999999999,1.65,2
1133,22286,78,63,0.0,1024,1689.6,1.65,2
1134,22287,56,50,1.6064257028112447,735,1212.75,1.65,2
1135,22288,43,37,0.0,452,565.0,1.25,2
1136,22289,20,19,0.0,122,152.5,1.25,2
1137,22291,92,72,1.9753086419753085,1191,1726.95,1.45,2
1138,22292,92,76,0.0,1085,1573.25,1.45,2
1139,22293,85,63,0.0,817,1184.6499999999999,1.4499999999999997,2
1140,22294,249,160,0.6458966565349544,5230,6537.5,1.25,0
1141,22295,209,152,0.44893378226711567,2661,4390.65,1.65,0
1142,22296,274,187,0.03341129301703976,2992,4936.8,1.6500000000000001,0
1143,22297,221,154,0.0,3773,4716.25,1.25,0
1144,22299,31,28,6.607369758576874,735,918.75,1.25,2
1145,22300,135,97,0.9372746935832732,1374,3503.7,2.55,2
1146,22301,171,118,1.172447484123107,2023,5158.65,2.55,0
1147,22302,183,130,0.5388414907947913,2215,5648.25,2.55,0
1148,22303,222,150,2.6696329254727478,2625,6693.749999999999,2.55,0
1149,22304,45,36,0.0,696,1774.8,2.55,2
1150,22305,43,34,0.1488095238095238,671,1711.05,2.55,2
1151,22306,96,83,1.5977443609022555,1047,2041.6499999999999,1.95,2
1152,22307,59,52,5.428571428571429,662,1290.8999999999999,1.9499999999999997,2
1153,22308,32,26,0.0,140,357.0,2.55,2
1154,22309,61,47,0.0,285,726.75,2.55,2
1155,22310,50,28,0.0,521,859.65,1.65,2
1156,22311,90,60,0.7865168539325843,883,2604.8500000000004,2.9500000000000006,2
1157,22312,88,59,0.4424778761061947,450,1327.5,2.95,2
1158,22313,51,37,0.0,524,1545.8000000000002,2.95,2
1159,22314,83,52,0.4784688995215311,416,1227.2,2.95,2
1160,22315,118,88,0.0,757,946.25,1.25,2
1161,22316,39,28,0.15772870662460567,633,791.25,1.25,2
1162,22317,39,35,0.0,171,436.04999999999995,2.55,2
1163,22318,88,66,1.7766497461928936,387,1141.65,2.95,2
1164,22319,50,43,0.8595988538681949,692,449.8,0.65,2
1165,22320,66,55,5.0,171,1017.45,5.95,2
1166,22321,57,45,0.0,736,625.6,0.85,2
1167,22322,37,30,3.076923076923077,378,321.3,0.85,2
1169,22324,29,20,0.0,227,442.65,1.95,2
1170,22325,58,49,8.552631578947368,139,688.0500000000001,4.95,2
1171,22326,572,271,0.49891262632723554,7778,22945.100000000002,2.95,1
1172,22327,155,101,1.3888888888888888,781,2303.9500000000003,2.95,2
1173,22328,449,224,10.290196078431373,5719,16871.05,2.9499999999999997,0
1174,22329,148,102,1.1577424023154848,1366,2253.9,1.6500000000000001,2
1175,22331,138,99,0.05711022272986865,1750,2887.5,1.65,2
1176,22332,129,92,1.027749229188078,963,1588.9499999999998,1.65,2
1177,22333,266,164,0.8241758241758242,4332,7147.799999999999,1.65,0
1178,22334,91,76,0.0,676,1115.3999999999999,1.6499999999999997,2
